gen_name,medullary thymic epithelial cells
ENSMUSG00000000346,98.71761319026433
ENSMUSG00000000355,72.0753729390212
ENSMUSG00000000359,48.1418476838524
ENSMUSG00000000365,44.60437930733665
ENSMUSG00000000374,72.70348076419786
ENSMUSG00000000378,38.3669196545407
ENSMUSG00000000381,35.31797958649568
ENSMUSG00000000384,68.11480415249062
ENSMUSG00000000385,84.27549507109832
ENSMUSG00000000386,86.6832417342755
ENSMUSG00000000392,77.06534066125796
ENSMUSG00000000394,60.93954462182675
ENSMUSG00000000399,91.799703393527
ENSMUSG00000000402,30.768559713861993
ENSMUSG00000000409,82.70522550815667
ENSMUSG00000000411,53.62470557445695
ENSMUSG00000000416,63.70496379656285
ENSMUSG00000000420,83.01491756084795
ENSMUSG00000000439,77.65419174736108
ENSMUSG00000000440,39.186949315187995
ENSMUSG00000000441,89.20003489487918
ENSMUSG00000000486,75.18974090552211
ENSMUSG00000000489,69.2968681845939
ENSMUSG00000000530,23.998953153624704
ENSMUSG00000000531,45.55526476489575
ENSMUSG00000000532,36.260141324260665
ENSMUSG00000000538,75.91817150833116
ENSMUSG00000000544,73.15275233359505
ENSMUSG00000000552,26.973741603419697
ENSMUSG00000000555,56.66928378260491
ENSMUSG00000000560,62.091075634650615
ENSMUSG00000000561,82.38680973567128
ENSMUSG00000000562,42.62845677396842
ENSMUSG00000000563,99.05347640233796
ENSMUSG00000000567,97.41777894094041
ENSMUSG00000000568,79.80895053650877
ENSMUSG00000000579,71.51269301230045
ENSMUSG00000000581,93.02102416470383
ENSMUSG00000000594,84.32783738986303
ENSMUSG00000000600,97.27819942423449
ENSMUSG00000000605,92.4234493588066
ENSMUSG00000000606,35.54915816103987
ENSMUSG00000000617,9.696414551164617
ENSMUSG00000000627,14.559888336386637
ENSMUSG00000000628,90.96658815318852
ENSMUSG00000000631,86.03332460961354
ENSMUSG00000000632,69.86390997121173
ENSMUSG00000000673,40.47369798482073
ENSMUSG00000000682,98.63037599232312
ENSMUSG00000000686,23.6936229608305
ENSMUSG00000000690,14.551164616592516
ENSMUSG00000000693,54.97688214254558
ENSMUSG00000000706,27.401203873331585
ENSMUSG00000000708,80.62461833725901
ENSMUSG00000000711,61.89915379917997
ENSMUSG00000000724,22.91285003925674
ENSMUSG00000000730,78.70539998255256
ENSMUSG00000000731,99.41551077379394
ENSMUSG00000000732,93.58806595132164
ENSMUSG00000000738,62.67556486085667
ENSMUSG00000000739,77.86792288231702
ENSMUSG00000000740,99.46785309255867
ENSMUSG00000000743,80.68132251592078
ENSMUSG00000000751,65.34066125796039
ENSMUSG00000000753,75.63028875512518
ENSMUSG00000000759,80.4937625403472
ENSMUSG00000000766,35.75416557620169
ENSMUSG00000000776,66.46165925150484
ENSMUSG00000000782,85.12169589112798
ENSMUSG00000000787,97.14298176742562
ENSMUSG00000000791,48.95315362470558
ENSMUSG00000000794,53.63779115414813
ENSMUSG00000000804,78.91476925761145
ENSMUSG00000000805,62.50545232487133
ENSMUSG00000000811,47.37852220186687
ENSMUSG00000000823,93.7014743086452
ENSMUSG00000000826,96.30550466719009
ENSMUSG00000000827,97.74928029311698
ENSMUSG00000000838,87.4247579167757
ENSMUSG00000000861,72.25420919480067
ENSMUSG00000000869,52.054436011515314
ENSMUSG00000000876,63.007066213033234
ENSMUSG00000000881,62.313530489400684
ENSMUSG00000000884,47.88013609002879
ENSMUSG00000000889,2.7261624356625664
ENSMUSG00000000901,26.62915467155195
ENSMUSG00000000902,88.44107127279072
ENSMUSG00000000903,58.950536508767335
ENSMUSG00000000915,66.9371019802844
ENSMUSG00000000916,54.8111314664573
ENSMUSG00000000934,38.288406176393615
ENSMUSG00000000938,17.259879612666843
ENSMUSG00000000948,33.66047282561284
ENSMUSG00000000957,87.47273837564337
ENSMUSG00000000958,90.13347291285004
ENSMUSG00000000959,80.80345459303847
ENSMUSG00000000976,80.50684812003838
ENSMUSG00000000982,46.39274186513129
ENSMUSG00000000983,99.44168193317631
ENSMUSG00000001014,9.456512256826311
ENSMUSG00000001016,91.38096484340923
ENSMUSG00000001017,85.88065951321644
ENSMUSG00000001018,90.32103288842363
ENSMUSG00000001020,73.76341271918346
ENSMUSG00000001021,88.6286312483643
ENSMUSG00000001023,30.153537468376516
ENSMUSG00000001025,95.44621826746925
ENSMUSG00000001027,16.374422053563638
ENSMUSG00000001034,47.11244874814621
ENSMUSG00000001036,72.29782779377126
ENSMUSG00000001039,73.18764721277152
ENSMUSG00000001052,88.21861641804065
ENSMUSG00000001053,29.198290150920354
ENSMUSG00000001054,69.96859460874117
ENSMUSG00000001056,77.56259268952282
ENSMUSG00000001062,54.34441245747187
ENSMUSG00000001065,56.04989967722237
ENSMUSG00000001076,44.38628631248364
ENSMUSG00000001082,75.7829538515223
ENSMUSG00000001089,84.06612579603943
ENSMUSG00000001095,69.78103463316758
ENSMUSG00000001098,69.03515659077031
ENSMUSG00000001100,71.04597400331501
ENSMUSG00000001105,83.30716217395097
ENSMUSG00000001119,90.90116025473262
ENSMUSG00000001120,16.252289976445958
ENSMUSG00000001123,98.1636569833377
ENSMUSG00000001127,94.85736718136614
ENSMUSG00000001128,39.60568786530577
ENSMUSG00000001131,64.06699816801884
ENSMUSG00000001134,65.07022594434267
ENSMUSG00000001138,66.45293553171072
ENSMUSG00000001143,68.43758178487307
ENSMUSG00000001150,71.1462967809474
ENSMUSG00000001151,72.46357846985954
ENSMUSG00000001155,22.341446392741865
ENSMUSG00000001156,96.75041437669022
ENSMUSG00000001157,86.56983337695193
ENSMUSG00000001158,81.37049637965629
ENSMUSG00000001166,34.35400854924539
ENSMUSG00000001168,66.62304806769606
ENSMUSG00000001173,50.85928639972084
ENSMUSG00000001175,99.40678705399982
ENSMUSG00000001211,81.53188519584751
ENSMUSG00000001225,46.87690831370496
ENSMUSG00000001227,15.955683503445869
ENSMUSG00000001228,89.26110093343802
ENSMUSG00000001229,81.5755037948181
ENSMUSG00000001240,50.98141847683853
ENSMUSG00000001247,76.47648957515484
ENSMUSG00000001248,54.021634825089414
ENSMUSG00000001249,81.04335688737679
ENSMUSG00000001260,17.534676786181628
ENSMUSG00000001270,85.22201866876036
ENSMUSG00000001280,86.50876733839308
ENSMUSG00000001285,65.53258309343104
ENSMUSG00000001288,44.3688388728954
ENSMUSG00000001289,94.66544534589549
ENSMUSG00000001300,84.94285963534851
ENSMUSG00000001305,53.568001395795164
ENSMUSG00000001313,34.310389950274796
ENSMUSG00000001323,69.27942074500567
ENSMUSG00000001333,33.29843845415685
ENSMUSG00000001334,72.55081566780075
ENSMUSG00000001348,51.7927244176917
ENSMUSG00000001349,36.66143243479019
ENSMUSG00000001366,76.80362906743436
ENSMUSG00000001376,82.61798831021548
ENSMUSG00000001380,90.50859286399721
ENSMUSG00000001383,92.48887725726249
ENSMUSG00000001403,73.57585274360987
ENSMUSG00000001415,64.86521852918085
ENSMUSG00000001416,96.86382273401378
ENSMUSG00000001418,85.195847509378
ENSMUSG00000001419,67.2206228735933
ENSMUSG00000001420,39.335252551688036
ENSMUSG00000001424,89.28727209282037
ENSMUSG00000001435,86.07694320858414
ENSMUSG00000001436,58.58850213731135
ENSMUSG00000001440,80.01831981156765
ENSMUSG00000001441,86.89697286923143
ENSMUSG00000001444,46.898717613190264
ENSMUSG00000001445,82.76629154671552
ENSMUSG00000001467,81.2265550030533
ENSMUSG00000001472,94.91843321992498
ENSMUSG00000001473,96.61519671988135
ENSMUSG00000001482,51.06429381488267
ENSMUSG00000001493,71.87036552385936
ENSMUSG00000001494,18.45502922446131
ENSMUSG00000001496,22.8954025996685
ENSMUSG00000001497,84.87306987699556
ENSMUSG00000001504,6.1720317543400505
ENSMUSG00000001506,89.9720840966588
ENSMUSG00000001507,81.1393178051121
ENSMUSG00000001508,36.53493849777545
ENSMUSG00000001510,62.81514437756259
ENSMUSG00000001517,44.44735235104248
ENSMUSG00000001518,69.52804675913809
ENSMUSG00000001520,40.87935095524732
ENSMUSG00000001521,85.10424845153973
ENSMUSG00000001524,61.99947657681235
ENSMUSG00000001525,99.04039082264677
ENSMUSG00000001542,79.28552734886155
ENSMUSG00000001552,86.65270871499608
ENSMUSG00000001555,29.769693797435227
ENSMUSG00000001558,51.251853790456245
ENSMUSG00000001569,75.04579952891913
ENSMUSG00000001576,62.740992759312576
ENSMUSG00000001583,60.62549070923842
ENSMUSG00000001588,17.848730698769955
ENSMUSG00000001604,26.95629416383146
ENSMUSG00000001622,61.048591119253246
ENSMUSG00000001627,83.32024775364215
ENSMUSG00000001630,87.34188257873157
ENSMUSG00000001632,88.48032801186426
ENSMUSG00000001642,82.55256041175957
ENSMUSG00000001656,45.66431126232226
ENSMUSG00000001657,45.773357759748755
ENSMUSG00000001661,21.56067347116811
ENSMUSG00000001663,92.2271656634389
ENSMUSG00000001665,86.8140975311873
ENSMUSG00000001666,89.35706185117334
ENSMUSG00000001670,38.96885632033499
ENSMUSG00000001672,49.85169676349996
ENSMUSG00000001674,73.82447875774231
ENSMUSG00000001687,97.82343191136701
ENSMUSG00000001700,78.26485213294949
ENSMUSG00000001707,74.47003402250719
ENSMUSG00000001729,71.75695716653581
ENSMUSG00000001739,9.081392305679142
ENSMUSG00000001741,42.6415423536596
ENSMUSG00000001750,53.37607956032452
ENSMUSG00000001751,56.94844281601675
ENSMUSG00000001755,76.49393701474308
ENSMUSG00000001761,72.48538776934484
ENSMUSG00000001763,50.16138881619122
ENSMUSG00000001767,75.06760882840443
ENSMUSG00000001768,92.35365960045362
ENSMUSG00000001773,29.55160080258222
ENSMUSG00000001774,92.36238332024776
ENSMUSG00000001783,91.34170810433568
ENSMUSG00000001785,77.9464363604641
ENSMUSG00000001786,83.81313792200996
ENSMUSG00000001794,95.18014481374858
ENSMUSG00000001802,13.290587106342144
ENSMUSG00000001804,46.84201343452848
ENSMUSG00000001815,3.075111227427375
ENSMUSG00000001827,17.988310215475877
ENSMUSG00000001829,67.72659862165227
ENSMUSG00000001833,97.89758352961702
ENSMUSG00000001844,70.33935269999128
ENSMUSG00000001847,92.60664747448311
ENSMUSG00000001855,83.381313792201
ENSMUSG00000001864,93.5269999127628
ENSMUSG00000001870,51.696763499956376
ENSMUSG00000001891,89.82814272005584
ENSMUSG00000001901,81.86338654802408
ENSMUSG00000001909,56.34650615022245
ENSMUSG00000001910,43.753816627409925
ENSMUSG00000001911,72.06664921922707
ENSMUSG00000001918,43.04283346418913
ENSMUSG00000001924,97.56608217744046
ENSMUSG00000001930,64.7387245921661
ENSMUSG00000001942,77.07406438105208
ENSMUSG00000001943,14.053912588327663
ENSMUSG00000001946,68.62077990054959
ENSMUSG00000001948,44.29904911454244
ENSMUSG00000001962,63.273139666753906
ENSMUSG00000001964,53.860246008898194
ENSMUSG00000001983,41.136700689173864
ENSMUSG00000001985,44.36447701299834
ENSMUSG00000001986,88.39309081392305
ENSMUSG00000001988,25.08069440809561
ENSMUSG00000001995,48.87900200645555
ENSMUSG00000001998,66.64485736718136
ENSMUSG00000001999,61.114019017709154
ENSMUSG00000002006,2.202739248015354
ENSMUSG00000002010,91.71246619558579
ENSMUSG00000002014,94.86609090116025
ENSMUSG00000002015,94.06787053999825
ENSMUSG00000002017,66.96327313966675
ENSMUSG00000002020,84.84253685771613
ENSMUSG00000002028,89.57079298612929
ENSMUSG00000002031,91.1759574282474
ENSMUSG00000002032,55.49594347029574
ENSMUSG00000002033,50.279159033411844
ENSMUSG00000002043,67.39945912937276
ENSMUSG00000002052,82.84044316496554
ENSMUSG00000002055,55.15571839832505
ENSMUSG00000002057,93.36124923667451
ENSMUSG00000002058,43.758178487306985
ENSMUSG00000002059,65.11384454331328
ENSMUSG00000002064,88.29712989618773
ENSMUSG00000002068,40.43007938585013
ENSMUSG00000002076,47.932478408793514
ENSMUSG00000002083,39.72345808252639
ENSMUSG00000002100,32.41734275495071
ENSMUSG00000002102,94.21617377649831
ENSMUSG00000002103,85.64075721887812
ENSMUSG00000002104,21.421093954462183
ENSMUSG00000002105,52.42083224286836
ENSMUSG00000002107,97.23894268516095
ENSMUSG00000002108,50.83747710023554
ENSMUSG00000002109,67.26860333246097
ENSMUSG00000002111,29.98778679228823
ENSMUSG00000002129,87.97435226380529
ENSMUSG00000002147,94.71342580476315
ENSMUSG00000002190,21.848556224374075
ENSMUSG00000002204,80.3410974439501
ENSMUSG00000002205,82.22542091948006
ENSMUSG00000002210,54.70208496903079
ENSMUSG00000002221,67.8007502399023
ENSMUSG00000002222,79.89618773444998
ENSMUSG00000002227,68.02320509465235
ENSMUSG00000002228,34.82072755823083
ENSMUSG00000002233,79.6650091599058
ENSMUSG00000002249,43.33507807729215
ENSMUSG00000002250,49.45912937276455
ENSMUSG00000002257,47.496292419087496
ENSMUSG00000002265,69.86827183110879
ENSMUSG00000002266,40.966588153188525
ENSMUSG00000002274,6.94408095611969
ENSMUSG00000002279,61.803192881444645
ENSMUSG00000002280,72.57262496728605
ENSMUSG00000002289,39.79324784087935
ENSMUSG00000002297,57.56346506150223
ENSMUSG00000002307,73.75032713949227
ENSMUSG00000002308,64.09753118729826
ENSMUSG00000002319,67.32530751112274
ENSMUSG00000002320,91.55107737939457
ENSMUSG00000002324,28.670505103376083
ENSMUSG00000002325,89.50100322777632
ENSMUSG00000002326,74.87132513303672
ENSMUSG00000002329,84.73349036028964
ENSMUSG00000002332,84.92977405565733
ENSMUSG00000002341,76.27584401989009
ENSMUSG00000002342,54.789322166972
ENSMUSG00000002343,31.17857454418564
ENSMUSG00000002345,74.90185815231615
ENSMUSG00000002346,62.68865044054785
ENSMUSG00000002365,77.97260751984646
ENSMUSG00000002372,63.002704353136174
ENSMUSG00000002379,97.0034022507197
ENSMUSG00000002384,44.883538340748494
ENSMUSG00000002393,61.38445433132688
ENSMUSG00000002395,85.41394050423101
ENSMUSG00000002396,69.17037424757918
ENSMUSG00000002409,26.777457908051993
ENSMUSG00000002413,92.41036377911541
ENSMUSG00000002416,84.89924103637792
ENSMUSG00000002428,85.65820465846637
ENSMUSG00000002455,87.50763325481985
ENSMUSG00000002458,84.5721015440984
ENSMUSG00000002459,47.39160778155805
ENSMUSG00000002475,42.08758614673297
ENSMUSG00000002477,86.17290412631947
ENSMUSG00000002486,60.79560324522376
ENSMUSG00000002489,85.99406787054001
ENSMUSG00000002496,85.71927069702521
ENSMUSG00000002504,34.12719183459828
ENSMUSG00000002524,90.31667102852656
ENSMUSG00000002546,71.02416470382971
ENSMUSG00000002550,68.34598272703481
ENSMUSG00000002565,83.52961702870104
ENSMUSG00000002578,39.570792986129284
ENSMUSG00000002580,89.51845066736456
ENSMUSG00000002602,86.80101195149612
ENSMUSG00000002603,37.96999040390823
ENSMUSG00000002608,51.51792724417692
ENSMUSG00000002617,58.12614498822298
ENSMUSG00000002625,71.19863909971211
ENSMUSG00000002633,11.50658640844456
ENSMUSG00000002635,66.45729739160778
ENSMUSG00000002658,83.50780772921573
ENSMUSG00000002660,77.43173689261101
ENSMUSG00000002661,42.88580650789497
ENSMUSG00000002668,49.61615632905871
ENSMUSG00000002679,73.3097792898892
ENSMUSG00000002688,64.21093954462182
ENSMUSG00000002699,56.59949402425194
ENSMUSG00000002718,91.21521416732095
ENSMUSG00000002728,92.28823170199773
ENSMUSG00000002731,64.44211811916601
ENSMUSG00000002732,43.16496554130681
ENSMUSG00000002733,80.2538602460089
ENSMUSG00000002741,93.81488266596877
ENSMUSG00000002748,88.96449446043792
ENSMUSG00000002763,47.566082177440464
ENSMUSG00000002767,74.60525167931607
ENSMUSG00000002768,90.07676873418826
ENSMUSG00000002769,45.86495681758702
ENSMUSG00000002771,40.1814533717177
ENSMUSG00000002778,60.14132426066475
ENSMUSG00000002781,53.227776323824486
ENSMUSG00000002791,54.017272965192355
ENSMUSG00000002797,37.86094390648172
ENSMUSG00000002799,52.70871499607432
ENSMUSG00000002803,25.761144552036992
ENSMUSG00000002804,86.35174038209892
ENSMUSG00000002808,28.347727470993632
ENSMUSG00000002812,77.87228474221408
ENSMUSG00000002814,36.12056180755474
ENSMUSG00000002820,89.81505714036466
ENSMUSG00000002825,47.19968594608741
ENSMUSG00000002833,65.8422751461223
ENSMUSG00000002835,29.359678967111574
ENSMUSG00000002844,78.155805635523
ENSMUSG00000002845,71.56939719096222
ENSMUSG00000002846,67.10285265637268
ENSMUSG00000002847,91.42022158248278
ENSMUSG00000002870,68.88685335427026
ENSMUSG00000002871,64.27636744307773
ENSMUSG00000002881,75.61284131553695
ENSMUSG00000002885,56.69981680188433
ENSMUSG00000002897,46.83328971473436
ENSMUSG00000002900,86.67451801448138
ENSMUSG00000002908,54.1873855011777
ENSMUSG00000002910,60.32016051644421
ENSMUSG00000002930,40.081130594085316
ENSMUSG00000002944,56.398848468987175
ENSMUSG00000002948,66.4224025124313
ENSMUSG00000002949,73.32722672947745
ENSMUSG00000002957,86.792288231702
ENSMUSG00000002963,65.41917473610748
ENSMUSG00000002968,72.5987961266684
ENSMUSG00000002980,50.20500741516183
ENSMUSG00000002981,83.25481985518624
ENSMUSG00000002983,94.60437930733664
ENSMUSG00000002984,42.689522812527265
ENSMUSG00000002985,93.89775800401291
ENSMUSG00000002992,74.41332984384542
ENSMUSG00000002996,95.64686382273402
ENSMUSG00000002997,12.845677396842014
ENSMUSG00000003031,82.1774404606124
ENSMUSG00000003032,88.38436709412893
ENSMUSG00000003033,81.20910756346507
ENSMUSG00000003037,89.80633342057052
ENSMUSG00000003038,98.59548111314665
ENSMUSG00000003039,93.57498037163047
ENSMUSG00000003051,94.5869318677484
ENSMUSG00000003053,25.11122742737503
ENSMUSG00000003062,82.03786094390648
ENSMUSG00000003068,82.65288318939196
ENSMUSG00000003070,19.37974352263805
ENSMUSG00000003072,94.64799790630724
ENSMUSG00000003099,60.45101631335601
ENSMUSG00000003119,85.65384279856931
ENSMUSG00000003123,98.40792113757306
ENSMUSG00000003131,91.60778155805636
ENSMUSG00000003134,93.55753293204222
ENSMUSG00000003135,42.039605687865304
ENSMUSG00000003153,54.39675477623659
ENSMUSG00000003154,77.05225508156678
ENSMUSG00000003161,97.36979848207275
ENSMUSG00000003166,85.59713861990753
ENSMUSG00000003184,58.91564162959085
ENSMUSG00000003190,51.64005932129459
ENSMUSG00000003198,69.26633516531449
ENSMUSG00000003199,54.69772310913373
ENSMUSG00000003200,65.54566867312221
ENSMUSG00000003206,86.3648259617901
ENSMUSG00000003208,49.589985169676346
ENSMUSG00000003226,95.19323039343976
ENSMUSG00000003227,56.250545232487134
ENSMUSG00000003228,86.28631248364303
ENSMUSG00000003233,93.80179708627759
ENSMUSG00000003234,86.81845939108436
ENSMUSG00000003235,89.49664136787926
ENSMUSG00000003269,62.22193143156242
ENSMUSG00000003271,63.787839134607
ENSMUSG00000003273,18.85195847509378
ENSMUSG00000003279,50.540870627235456
ENSMUSG00000003282,47.22585710546977
ENSMUSG00000003283,59.478321556311606
ENSMUSG00000003299,73.57149088371283
ENSMUSG00000003308,73.7590508592864
ENSMUSG00000003309,94.66108348599843
ENSMUSG00000003316,91.1105295297915
ENSMUSG00000003344,68.3896013260054
ENSMUSG00000003345,60.85230742388554
ENSMUSG00000003346,55.33891651400157
ENSMUSG00000003348,93.52263805286574
ENSMUSG00000003352,78.66178138358197
ENSMUSG00000003354,23.514786705051034
ENSMUSG00000003355,51.46994678530925
ENSMUSG00000003360,68.62514176044665
ENSMUSG00000003363,80.26258396580302
ENSMUSG00000003378,27.40556573322865
ENSMUSG00000003379,19.728692314402863
ENSMUSG00000003380,90.7397714385414
ENSMUSG00000003382,92.38855447963012
ENSMUSG00000003402,85.06062985256914
ENSMUSG00000003410,33.328971473436276
ENSMUSG00000003411,58.38785658204658
ENSMUSG00000003418,49.49402425194103
ENSMUSG00000003420,71.06342144290325
ENSMUSG00000003421,76.28892959958125
ENSMUSG00000003423,76.07519846462532
ENSMUSG00000003429,99.13198988048504
ENSMUSG00000003435,89.91101805809998
ENSMUSG00000003436,36.50876733839309
ENSMUSG00000003437,79.87001657506761
ENSMUSG00000003438,65.1531012823868
ENSMUSG00000003444,68.80397801622613
ENSMUSG00000003452,92.959958126145
ENSMUSG00000003458,90.42571752595306
ENSMUSG00000003464,89.3832330105557
ENSMUSG00000003469,40.757218878129635
ENSMUSG00000003477,36.88388728954026
ENSMUSG00000003484,34.25368577161302
ENSMUSG00000003500,62.392043967547764
ENSMUSG00000003505,58.92872720928204
ENSMUSG00000003518,69.04824217046148
ENSMUSG00000003526,64.86085666928378
ENSMUSG00000003527,67.85309255866702
ENSMUSG00000003528,67.01997731832854
ENSMUSG00000003531,55.408706272354536
ENSMUSG00000003534,60.38995027479718
ENSMUSG00000003541,53.17543400505976
ENSMUSG00000003545,92.99049114542441
ENSMUSG00000003546,43.36997295646864
ENSMUSG00000003549,64.75617203175435
ENSMUSG00000003555,40.27305242955596
ENSMUSG00000003559,61.82500218092994
ENSMUSG00000003573,30.746750414376688
ENSMUSG00000003575,67.53031492628456
ENSMUSG00000003581,61.95149611794469
ENSMUSG00000003585,37.41167233708453
ENSMUSG00000003604,51.814533717177
ENSMUSG00000003617,52.29870016575068
ENSMUSG00000003623,84.25804763151008
ENSMUSG00000003644,80.58099973828841
ENSMUSG00000003657,44.93151879961616
ENSMUSG00000003660,94.14638401814534
ENSMUSG00000003662,82.02041350431824
ENSMUSG00000003665,51.36526214777981
ENSMUSG00000003680,46.436360464101895
ENSMUSG00000003721,93.19113670068917
ENSMUSG00000003731,67.01125359853441
ENSMUSG00000003746,81.78051120997993
ENSMUSG00000003752,69.72869231440286
ENSMUSG00000003762,57.99965105120823
ENSMUSG00000003778,93.98935706185118
ENSMUSG00000003779,54.36622175695717
ENSMUSG00000003808,85.57532932042223
ENSMUSG00000003809,74.51801448137486
ENSMUSG00000003810,54.49707755386897
ENSMUSG00000003812,61.20125621565036
ENSMUSG00000003813,83.39876123178924
ENSMUSG00000003814,99.45476751286748
ENSMUSG00000003824,56.72162610136963
ENSMUSG00000003847,95.14961179446915
ENSMUSG00000003848,68.72546453807904
ENSMUSG00000003849,81.73689261100934
ENSMUSG00000003863,46.93361249236674
ENSMUSG00000003865,68.0842711332112
ENSMUSG00000003868,86.75739335252551
ENSMUSG00000003873,78.00750239902294
ENSMUSG00000003882,56.75215912064905
ENSMUSG00000003923,79.10669109308209
ENSMUSG00000003929,58.099973828840625
ENSMUSG00000003934,34.58518712378959
ENSMUSG00000003948,57.59399808078165
ENSMUSG00000003949,8.339876123178923
ENSMUSG00000003955,67.80511209979936
ENSMUSG00000003970,98.90081130594085
ENSMUSG00000003992,59.66151967198814
ENSMUSG00000004018,67.18572799441682
ENSMUSG00000004031,56.83067259879613
ENSMUSG00000004032,59.338742039605684
ENSMUSG00000004035,39.915379917997036
ENSMUSG00000004038,95.44185640757219
ENSMUSG00000004040,98.7743173689261
ENSMUSG00000004043,97.16915292680798
ENSMUSG00000004044,95.96964145511646
ENSMUSG00000004054,63.58719357934223
ENSMUSG00000004056,69.71996859460874
ENSMUSG00000004069,70.48765593649132
ENSMUSG00000004070,83.7738811829364
ENSMUSG00000004071,73.70234668062461
ENSMUSG00000004085,96.57593998080782
ENSMUSG00000004096,91.23266160690918
ENSMUSG00000004098,71.40364651487394
ENSMUSG00000004099,74.3915205443601
ENSMUSG00000004100,58.65393003576725
ENSMUSG00000004105,88.31457733577598
ENSMUSG00000004110,83.31152403384803
ENSMUSG00000004113,88.8903428421879
ENSMUSG00000004127,76.3281863386548
ENSMUSG00000004151,54.32260315798657
ENSMUSG00000004187,37.67338393090814
ENSMUSG00000004207,90.1378347727471
ENSMUSG00000004221,84.92105033586321
ENSMUSG00000004231,23.135304894006804
ENSMUSG00000004233,76.52883189391957
ENSMUSG00000004263,36.69196545406962
ENSMUSG00000004264,77.47971735147867
ENSMUSG00000004266,87.49018581523161
ENSMUSG00000004267,75.93998080781645
ENSMUSG00000004268,91.67320945651227
ENSMUSG00000004270,76.68149699031666
ENSMUSG00000004285,96.48434092296955
ENSMUSG00000004296,29.39893570618512
ENSMUSG00000004317,74.7971735147867
ENSMUSG00000004319,92.53685771613016
ENSMUSG00000004328,24.92802931169851
ENSMUSG00000004341,79.92672075372938
ENSMUSG00000004344,2.7697810346331675
ENSMUSG00000004347,93.77126406699817
ENSMUSG00000004356,72.42868359068306
ENSMUSG00000004359,53.95620692663352
ENSMUSG00000004360,40.95350257349734
ENSMUSG00000004364,95.2237634127192
ENSMUSG00000004366,36.74430777283434
ENSMUSG00000004371,30.68568437581785
ENSMUSG00000004383,65.73322864869581
ENSMUSG00000004393,67.08104335688738
ENSMUSG00000004394,91.76044665445346
ENSMUSG00000004415,50.13521765680886
ENSMUSG00000004446,63.652621477798135
ENSMUSG00000004451,95.48111314664574
ENSMUSG00000004455,78.40006978975835
ENSMUSG00000004460,92.48015353746838
ENSMUSG00000004462,50.78077292157376
ENSMUSG00000004473,28.69231440286138
ENSMUSG00000004500,31.46645729739161
ENSMUSG00000004508,42.61100933438018
ENSMUSG00000004530,72.87795516008025
ENSMUSG00000004535,98.74378434964669
ENSMUSG00000004540,46.02634563377824
ENSMUSG00000004542,18.302364128064205
ENSMUSG00000004552,37.29390211986391
ENSMUSG00000004558,64.55116461659252
ENSMUSG00000004561,73.47552996597749
ENSMUSG00000004562,85.46192096309866
ENSMUSG00000004565,73.59766204309518
ENSMUSG00000004567,56.43374334816366
ENSMUSG00000004568,74.72302189653668
ENSMUSG00000004591,84.95594521503969
ENSMUSG00000004609,49.35008287533804
