gen_name,blastoderm cell,embryonic stem cell,morula cell,oocyte,totipotent stem cell,zygote
ENSG00000197506,96.65170866413531,24.719058029379052,89.05381045526023,84.04863268515322,86.3805469259387,86.33452230276532
ENSG00000197520,44.39841982127105,37.55992789475703,27.01261841752004,38.00866797069766,6.807808844398419,0.0
ENSG00000197530,39.38940666589959,36.91174778506501,33.46373643232462,55.22571242281287,47.13688490008822,51.290607141487364
ENSG00000197532,48.21462815939861,45.111801480458716,53.871821424462084,34.66037663483297,40.049092931384955,43.336018103018446
ENSG00000197535,81.70521228857439,77.81613163042228,96.14543780922794,83.07444482798297,89.36064127641622,79.3579565067311
ENSG00000197540,0.0,31.36194530740613,34.91734744755111,0.0,23.921297894373488,0.0
ENSG00000197548,89.97430291872818,78.1728224600161,86.80243930502819,87.02489165036627,87.65389483373605,93.17684961454378
ENSG00000197549,28.209258620028383,12.3652820925862,33.65167031028267,0.0,23.242434702565873,28.65416331070456
ENSG00000197550,21.148314348176275,22.774517700302997,19.211444789629116,0.0,13.623288459325739,29.973535841675297
ENSG00000197555,87.02105626510182,88.47850266559276,87.75745023587619,94.61511908871246,94.74552218770376,96.71691021363095
ENSG00000197557,50.94925785295133,53.6800521612396,60.265408660299926,62.66252445058106,52.73654738618494,64.73363249338396
ENSG00000197558,38.89080658152111,33.643999539753764,37.674989452690525,38.00866797069766,34.34203965788363,43.76941663790127
ENSG00000197561,0.0,14.298316265868907,58.286349863843824,69.66593794346642,60.844551835231854,51.05281325509148
ENSG00000197562,62.478425957887474,63.25317378130634,58.13676983853028,52.6329919840448,59.04575614620489,65.91109576957005
ENSG00000197563,91.21696774440993,97.26920569171173,97.54151804548768,74.81302496835806,84.19821271046676,75.4228512254056
ENSG00000197565,34.02753806619875,57.377363556169215,0.0,42.10102404786561,20.79162351858244,33.49058412917578
ENSG00000197566,46.13201396080237,36.04495071529935,37.85525256011966,56.64864035592375,49.311548345031255,62.74690292639896
ENSG00000197568,61.9951674145668,70.0955010930848,70.84340121965252,48.88965596594178,55.29858474283742,57.404211253020364
ENSG00000197575,46.25858167452921,26.7709891458597,22.157020672726578,0.0,23.415027039466114,0.0
ENSG00000197576,56.58727419169256,12.085298968281363,62.41705979365627,68.59203006942047,62.36719978521843,71.68335059256702
ENSG00000197579,84.4858666053005,93.732980477889,97.9979288919572,98.68062746902928,99.08334292179649,98.8532198059295
ENSG00000197580,42.43470256587274,45.63341387642389,39.845817512369116,39.059563533156904,43.872972040041425,40.40194837571434
ENSG00000197582,42.66866106700418,42.18923790894795,24.047865608100334,32.9766425037395,17.10581827944617,31.687953054884368
ENSG00000197584,22.318106853833466,29.302343420396582,22.7131515360718,47.608637287615544,26.099796724580983,50.23587619376366
ENSG00000197586,82.43393548881986,75.00862961684501,57.7072066889119,54.92271698692134,44.96222145514517,56.813561922295094
ENSG00000197587,38.37686495608484,43.10973037241591,49.3767498945269,36.65861235761132,36.15234150270395,34.982548997046756
ENSG00000197588,0.0,34.76776742223756,41.65228397192498,0.0,41.053963870670806,30.29570820388908
ENSG00000197594,74.38346181873969,85.10336363287692,54.43178767307176,77.99255935258697,65.51988647259617,77.98488858205806
ENSG00000197599,0.0,43.28232270931615,0.0,0.0,0.0,28.65416331070456
ENSG00000197601,79.71081195106049,76.71154067426073,81.90465232232577,79.02427798872397,81.76274306754114,76.93399301959883
ENSG00000197603,59.47915468108772,68.63421930732943,71.46473363249338,84.07931576726882,70.90860276914816,82.35722778353085
ENSG00000197608,61.62697042917961,53.825796801288696,68.35423618302458,52.652168910367045,60.60292256357152,56.08100333678519
ENSG00000197614,56.80972653703065,38.952172745752314,51.4938825605032,39.81129904498907,28.72703563072911,40.33291144095424
ENSG00000197616,0.0,0.0,14.244620872166609,0.0,39.42776051854408,36.32109845433974
ENSG00000197617,25.808307444482796,19.33417711809151,37.62512944425268,0.0,3.589920607525026,0.0
