gen_name,astrocyte,neuron,olfactory projection neuron,"olfactory projection neuron innervating DA1, VA1d or DC3 glomerulus",olfactory projection neuron innervating VM2 glomerulus,olfactory projection neuron innvervating DC2 glomerulus
FBgn0037478,78.53150406504065,0.0,52.1680216802168,51.634485094850945,68.00474254742548,47.59485094850949
FBgn0037481,0.0,0.0,42.2510162601626,38.516260162601625,42.21714092140921,46.053523035230356
FBgn0037482,0.0,0.0,65.2269647696477,70.6639566395664,64.38855013550136,54.27676151761518
FBgn0037483,0.0,0.0,36.44139566395664,38.03353658536585,0.0,58.333333333333336
FBgn0037485,0.0,0.0,22.04437669376694,18.436653116531165,0.0,0.0
FBgn0037486,0.0,0.0,27.68462059620596,19.461382113821138,0.0,0.0
FBgn0037487,0.0,0.0,2.4390243902439024,17.14092140921409,0.0,0.0
FBgn0037489,0.0,92.6321138211382,64.07520325203252,63.262195121951216,66.0060975609756,62.80487804878049
FBgn0037490,68.02168021680217,60.45054200542005,51.863143631436316,48.22154471544716,64.23611111111111,52.117208672086726
FBgn0037491,81.24153116531166,62.228997289972895,47.71341463414634,47.16294037940379,50.135501355013545,43.12330623306233
FBgn0037492,0.0,0.0,59.56131436314364,55.91124661246612,57.56266937669376,60.73848238482385
FBgn0037493,0.0,0.0,9.332655826558266,12.923441734417343,0.0,0.0
FBgn0037503,0.0,0.0,1.5074525745257452,5.46239837398374,0.0,38.21985094850949
FBgn0037504,0.0,71.0619918699187,61.61924119241192,56.39397018970189,69.02947154471545,59.31571815718157
FBgn0037515,0.0,0.0,37.855691056910565,0.0,0.0,0.0
FBgn0037516,0.0,0.0,2.303523035230352,17.098577235772357,0.0,0.0
FBgn0037519,0.0,81.22459349593495,31.41090785907859,44.49525745257453,46.94275067750677,36.50067750677507
FBgn0037520,0.0,0.0,32.3340108401084,27.633807588075882,0.0,0.0
FBgn0037521,0.0,66.09925474254743,87.6778455284553,84.95088075880759,86.49220867208672,88.8550135501355
FBgn0037525,0.0,96.16361788617887,97.21375338753387,96.81571815718158,89.91361788617887,98.71273712737127
FBgn0037526,0.0,0.0,50.34722222222222,51.8970189701897,52.07486449864499,43.61449864498645
FBgn0037529,66.0230352303523,0.0,70.00338753387534,76.82926829268293,59.383468834688344,61.4329268292683
FBgn0037530,97.15447154471545,60.357384823848236,86.96646341463415,86.91565040650406,87.86415989159892,91.12466124661248
FBgn0037531,0.0,0.0,12.593157181571815,0.0,0.0,0.0
